doc_number;rating;text;summary_raw;review_raw;summary_tokens_length;rating_0
1519881;1;not, solution, too_much, interference, hiss, suppose, others, purchased, older, vehicle, not, play, keep, playing, ipod, cassette_adapter, stuck, cassette_adapter, problem, stay_locked, fm_frequency, works, awhile, suddenly, much, annoying, interference, hiss, use, tried, available, frequencies, happened, wasted_hours, installing, drilling, dash, back, using, cassette_adapter, not, recommend, seems, no, better_than, fm_transmitters, plug, dierectly, cigarette_lighter, though, not, recommend, either;Not the Solution - Too Much Interference and Hiss;I suppose like most others, I purchased this for my older vehicle so I would not have to play keep playing my ipod through a cassette adapter.  I should have stuck with the cassette adapter.  The problem is it does stay locked into the FM frequency.  It works for awhile and then suddenly there is so much annoying interference and hiss that you can't use it.  I tried both available frequencies and the same thing happened.  I wasted two hours installing it and drilling into my dash and now I'm back to using the cassette adapter. Would not recommend.  Seems no better than the FM transmitters you plug dierectly into the cigarette lighter (though I would not recommend those either).;5;0
874434;1;waist, time, effort, money, bought, adapters, price, right, unfortunately, neither, adapter, worked, tested, multiple_times, multiple_devices, no_avail, cannot, returned, refund, never_heard, least, not, amazon;Waist of time, effort, and money!;I bought two of these adapters because the price was right.  Unfortunately neither adapter worked. I tested them multiple times, on multiple devices,  to no avail.  Also, this item cannot be returned for refund. Never heard of such a thing. At least, not at Amazon.;4;0
5561142;2;sucks, not, great, local_channels;Sucks;Not that great. I can't get any local channels.;1;1
2509542;3;three_stars, love;Three Stars;we love it;1;2
1314481;3;excellent, build_quality, big, issue, work, around, want, flexibility, unit, enclosure, really, awesome, huge_flaw, pros, super, high_quality, build, heavy_gauge, steel, awesome, access, open, door, back, side, everything, ease, adjustable, rack_rails, accommodate, new, square, bolt, rack, nuts, standard, rack, screws, included, con, believe, actually, write, unit, too_shallow, common, rack_mount, equipment, without, buying, special, cords, instal, port_gigabit, switch, box, standard, power_cord, ships, unit, standard, cat_cables, cables, munched, back, front, close, door, extra, inches, not, issue, knock_outs, cords, out, nice, removable, panel, huge, drill_hole, install, desk, wire, grommet, keep, things_tidy, buy, degree, cat_cables, degree, left, power, cable, switch, fit, work, around, ultimately, fine, really, poor, planning, manufactures, part, known, unit, might, need, accommodate, standard, corporate, switches, similar, gear, foot_print, high_end, switches, exterior_dimensions, wonder, ever, tried, mounting, anything;Excellent Build quality but one big issue that you can work around if you want the flexibility of this unit.;"This enclosure is really awesome with one huge flaw:(

Pros - Super high quality build heavy gauge steel
- Awesome access.  open the door and you can get to the back side of everything with ease.
-Adjustable rack rails accommodate the new square bolt rack nuts or standard rack screws both are included.

CON - I can't believe I actually have to write this:(  The unit is too shallow for most common rack mount equipment without buying special cords.  I had to instal a 24 port gigabit switch into this box with a standard power cord that ships with the unit and standard cat 6 cables the cables get munched on back and front if you close the door an extra 1.5 inches and it wouldn't be an issue.

Knock outs for cords in and out would have been nice also.  The have a removable panel but its huge 3""x 7""  so I had to drill a hole and install a desk wire grommet to keep things tidy.

I had to buy 90 degree up and down cat 6 cables and a 90 degree left power cable so my switch will fit.  I got a work around so ultimately its fine but its really poor planning on the manufactures part they should have known that this unit might need to accommodate standard corporate switches and similar gear with the same foot print.  Most high end switches have the same exterior dimensions.  Wonder if they ever tried mounting anything in it;)";9;2
258196;4;try, save, bucks, first, let, say, not, never, used, may, wonder, kind, idiot, write_review, never, used, well, buy, unit, read, mr, samuel, livingston, knowledgeable, review, discusses, fact, antenna, horizontally, directional_meaning, work, best, plane, perpendicular, direction, antenna, pointing, well, router, basement, computers, use, floors, hmmmmm, know, always_wondered, linksys_router, antennas, mounted, highly, articulated, joints, allow, rotate, direction, went, basement, pushed, antennas, parallel, floor, instead, parallel, wall, poof, every, computer, house, gained, additional, bar, reception, not, need, high_gain, antenna, kit, thank, much, dr, livingston, presume;Try this and save yourself some bucks;"First of all, let me say that I don't own one of these and have never used it.  You may wonder what kind of an idiot would write a review for something he's never used.

Well, this is why.  I was about to buy this unit when I read Mr. Samuel M. Livingston's very knowledgeable review below where he discusses the fact that all antenna's such as this one are horizontally directional, meaning they work best in the plane perpendicular to the direction the antenna is pointing.

Well, my router is in the basement and ALL the computers that use it are on floors above it. Hmmmmm.  You know, I had always wondered why my Linksys router had antennas mounted on highly articulated joints that allow them to rotate in any direction.

I went down to my basement and pushed the antennas down so they were parallel to the floor instead of parallel to the wall.  POOF!  Every computer in my house gained an additional bar of reception.  I didn't need a high-gain antenna kit any more.

Thank you very much, Dr. Livingston... I presume?";3;3
2728240;2;stars, not, work, return, money, refunded;Two Stars;Would not work, had to return it. Money refunded.;1;1
5691616;3;self_adhesive, backing, terrible, self_adhesive, backing, terrible, fell, weight, unit, loud, works, stay, use, gorilla_glue;Self Adhesive Backing is Terrible;The self adhesive backing is terrible, fell off under the weight of the unit. It is loud and works as it should just won't stay put. I will have to use something like Gorilla Glue.;3;2
1266749;5;best, money, well_built, effective, bought, expensive, than, brands, worth, every_penny, following_reasons, well_built, case, made, metal, feels_sturdy, hand, works, right, out, box, connected, samsung_plasma, tv, optical, ouput, connected, rca, ouputs, unit, karaoke, mixer, connected, cd, output, karaoke, mixer, than, year_old, av_receiver, sound, excellent, completely_satisfied, comes, years, warranty, hope, never, need, past, bought, than, couples, electronic, computer, accessories, startech, never, failed, short, best, money;The BEST that my MONEY can GET. WELL BUILT + EFFECTIVE;"I bought this one at $40.24. It's more expensive than other brands  but it's worth every penny because of the following reasons.

- It's well built. The case is made of metal. It feels sturdy in my hand.

- It works right out of the box. I connected it to my Samsung plasma TV's optical ouput. Then I connected the RCA ouputs of this unit to my karaoke mixer. Then I connected the CD output of my karaoke mixer to my more-than-12 year-old AV receiver. The sound is as excellent as it should be. I am completely satisfied.

- It comes with 2 years warranty. I hope I will never need it. In the past, I've bought more than a couples of electronic/computer accessories from Startech. They have never failed me.

In short, it's the BEST that my MONEY can GET.";4;4
4352749;5;five_stars, great, performance, period;Five Stars;great performance period.;1;4
1539433;5;good, deal, work, no, problem, good, old, dell, small_form, factor, case, buy, later, suggest, everybody;Good Deal;"it work, no problem, good for my old dell small form factor case. Would buy again later.
Suggest to everybody.";2;4
3411690;5;nice, good, sound, laptop;Nice;Good sound on our laptop.;1;4
6594491;2;bunch, stickers, not, say, protective, bunch, stickers, wanting, hard, protective_case, laptop, waited_too, long, return, stuck, convince, friends, take, free;Just a bunch of stickers!;"I wouldn't say that this is ""protective"" as it is just a bunch of stickers! I was wanting a hard protective case for my laptop, I waited too long to return it, and now I am stuck with this. I can't even convince any of my friends to take it for free!";2;1
6237697;5;walkie_talkies, great, product, works, perfect, use, us, us, working, away, home, area, out, land, needs, touch, works, pretty_good, distance, many, uses, far, use, great, delivery, too, look, nice;walkie-talkies and more;great product.  works perfect for its use to us when one of us is working away from the home area out on the land and the other needs to get in touch with them.  works at a pretty good distance.  it has many uses, but so far this has been our use for them.  great delivery, too. look very nice;1;4
5149890;2;stars, disappointed, handle, broke, days, use, seeking, alternative, options;Two Stars;Disappointed. The handle broke after two days of use. Seeking alternative options.;1;1
3752954;1;not, recomend, product, work_properly, increase_productivity, issue, may, computer, windows, version, windows, office, word_excel, outlook, turns, black, suddenly, working, around, minutes, screen, disconnect, screen, office, works, good, connect, min, office, window, turns, black, really, disgusting, not, advantage, additional, screen, use, windows, laptop, dell_xps, bought, yes, installed, updated_driver, displaylink, version, still, not, working, product, piece, nothing, months, using, screen, brightness, starts, varying, without, anything, annoying, definitively, star, want, good, excellent, price, buy, aoc, brand, yes, apparently, asus, better, reason, bought, asus, buti, friends, aoc, happy;I do not recomend it at all.;"It is a product that if it would work properly, would increase your productivity.  The Issue I have ( and may be is because of my Computer and/or my Windows version) is that the windows in office (word, excel or outlook) turns black suddenly after being working for around 10 to 30 minutes with the screen.  When I disconnect the screen , office works good.  Then I connect it and in 30 min the office window turns black again. This is really disgusting and I don't have any advantage for having the additional screen.  I use windows 8.1 and a laptop Dell XPS bought in 2012.

Yes i did installed the most updated driver (Displaylink Version 7.6.56... ) and still is not working. This product is Piece of.... nothing!

Now, after 2 months using it, the screen brightness starts varying without doing anything... and that is annoying. Definitively 1 Star!!
If you want something good for an excellent price, buy the AOC brand.  Yes apparently ASUS should be better and that was the reason I bought the ASUS... butI have 2 friends with AOC and they are happy.";2;0
1000124;2;ordered, half, work, consistantly, work, document, review, half, not, work, reboot, constantly, unplugged, plugged, back, work, great, inconsistant, supposed, time, saver, become, another, user, support, issue;Ordered 12, about half work consistantly.;We got 12 of these at work for document review, half of them don't work after a reboot and have to be constantly unplugged and plugged back in.  When they work, it's great, but it's so inconsistant what was supposed to be a time saver for me in IT has become another #$%@ user support issue.;4;1
2813374;3;eh, second, case, boughten, not, magnet, turning, second, ripped, not, week, ripping, cute, case;Eh...;This is the second case that I have boughten from them and this one does not have the magnet for turning it off in it.... This is my second because the other got ripped and I have not had this one even for a week and is ripping....it is however a cute case.;1;2
2254211;2;stars, good, way, not;Two Stars;good in some way and not in other;1;1
241917;5;high_quality, product, super, high_quality, construction_feels, amazing, really, believe, inexpensive, construction, audio, quality, top_notch;HIGH QUALITY;This product is super high-quality.  The construction feels amazing!  I really can't believe how inexpensive it is because the construction and audio quality is top notch.;1;4
6631298;2;problems, playing, channels, certain, files, initially, impressive, speaker, small, package, unfortunately, drop, greatly, minimize, audio, channel, certain_songs, tried, playing, files, different, devices, phone, tablet, laptop, result, playing_song, different, bluetooth, devices, worked_fine, using, mm_aux, worked_fine, ordered, second, speaker, results, returned, speakers, too_bad, ideal, speaker, uses;Has problems playing both channels with certain files.;Initially it was an impressive speaker for such a small package.  Unfortunately if would drop or greatly minimize the audio from one channel on certain songs.  I tried playing these files from different devices (phone, tablet, laptop) with the same result.  Playing the song on different Bluetooth devices worked fine. Using the 3.5mm aux in worked fine also.  I ordered a second G10 speaker and got the same results. I returned both speakers.  Too bad...this would have been an ideal speaker for my uses.;5;1
3519870;3;except, cover, classy_looking, attractive, agree, others, stated, not, good, reading, use, kindle_paperwhite, annoying, cover_closed, constantly, turning, otherwise, adjusting, volume_buttons, side, annoying, product, anyway, cost, cover, not, expect, flaws;I Like - Except For . . .;"The cover is very classy looking and attractive. I agree with the others who have stated that it's not at all good for reading so I use my Kindle PaperWhite for that. The most annoying thing to me is that the cover, when closed, is constantly turning on and otherwise adjusting the volume. The buttons for that are on the side - which in itself is annoying re the product. Anyway, for the cost of this cover, I would not expect these two ""flaws.""";1;2
643578;4;no_problems, centon_drives, perform, without, issue, considered, drives, purchased, centon_drives, seemed, sturdier, offered, protection, problem, lost, cap, centon, replaced, immediately, continue, purchase, products, without_hesitation, future;No Problems!;I have two Centon drives, a 16 and a 32 and both perform without issue. I considered other drives but I purchased the Centon drives because they seemed sturdier and offered more protection. I have had one problem--I lost a cap, and Centon replaced it immediately. I will continue to purchase their products without hesitation in the future.;1;3
6624005;2;loose, attachment, plate, adjustable, plate, attaches, rods, riser, stays, little_bit, loose, regardless, much, tightened, allows, rods, wobble, small_amount, wobble, amplified, away, rods, away, riser, result, unstable, matte_box, follow_focus, looses_connection, gears, still, use, riser, applications, not, require, rods, looks, others, problem, well, neewer, usually, makes, decent, quality, items, good, price, poorly_executed;Loose attachment plate;The adjustable plate that attaches the rods to the riser stays a little bit loose regardless of how much it's tightened.  This allows the rods to wobble up and down a very small amount.  This wobble is amplified the further away you get down the rods away from the riser.  The result for me was an unstable matte box and a follow focus that looses it's connection between the gears.  I still use the riser for other applications that don't require rods.  It looks like others have had this problem as well.  Neewer usually makes decent quality items at a good price but this was poorly executed.;3;1
1081328;2;caution, company, not, us, hk, think, anyhow, make, mention, shipping, might, take_forever, ordered, january, yet, received, shipping, estimate, said, january, february, want, wait, ever, try, not, go, receive, comment, quality, signal, wish, luck;Caution!;"This company is not in the US - HK, I think. Anyhow, I make mention of this as shipping might take forever. I ordered these on January 4 and yet to received it. Shipping estimate is said to be January 31 - February 14!

So, if you want to wait for ever, try it .. if not, go for it.

And, (if) I receive it, I'll have to then comment on the quality of the signal ... wish me luck.";1;1
1689480;2;crap, poor, range, poor_construction, flat, out, not, work, well, within_feet, object, work, complete_waste;Crap;Poor range, poor construction, just flat out doesn't work very well.  You have to be within 10 feet of the object for it to work.  A complete waste.;1;1
2410698;1;still, looking, right, screen_protector, completely, unhappy, product, part, contacts, screen, lint_magnet, screen_protector, used, not, able, apply, without, collecting, lint, worked, clean, kitchen_table, area, house, minimal, dust, used, supplied, cleaning_cloth, attempts, pack, failed, promptly, discarded, screen_protector, not, ultra, clear, advertised, still, haze, anti_glare, screen_protectors;Still looking for right screen protector;"I am completely unhappy with this product.
The part that contacts the screen is more of a lint magnet that any other screen protector I have used before. I was not able to apply it without it collecting lint.
I worked on a clean kitchen table, in an area of the house with minimal dust, and used the supplied cleaning cloth. Both attempts with the two pack failed and were promptly discarded.
Also, the screen protector is not 'ultra clear' as advertised, but still has that haze all the other anti glare screen protectors have.";4;0
6437358;5;five_stars, excellent;Five Stars;excellent.;1;4
1067242;1;bad, battery, bought, zune, gbs, february, used, zune_hd, gbs, order, able, store, media, gbs, pretty, low, first, loved, using, sparingly, months, charge, anymore, expensive, useless_paperweight;Bad battery!!!;I bought the Zune 80 Gbs in February after having used the Zune HD 30 Gbs for a while, in order to be able to store more media because the 30Gbs was pretty low. At first I loved it, but after using it very sparingly for 7 to 8 months, it won't charge anymore! Now it's a very expensive, useless paperweight!!!;2;0
2562814;1;blah, product, stiff, bulky, canon_sl, longer, lens, attached, flopped_around, inside, promptly_returned;Blah;Product was stiff and bulky for my Canon SL1.  Even with the longer lens attached it just flopped around inside.  I promptly returned it.;1;0
1271781;4;useful, old, skool, old_pata, ide_drives, around, house, kit, migrate_data, works_fine, bit_bulky, connectors, rather, tight, comes, everything, need, data, drive, around, likely, best, person, occasionally, needs, inspect, recover, migrate, destroy, data, stored, old_ide, drives;Useful for Old Skool;"I have some old PATA / IDE drives around the house, so I got this kit to migrate the data.

It works fine - it's a bit bulky, and the connectors are rather tight, but it comes with everything I need to get data off any drive I have around me.  It's likely best for the person who occasionally needs to inspect, recover, migrate, or destroy data stored on old IDE drives.";3;3
3080413;2;disappointed, high_hopes, based, many, great, reviews, not, test, cannot_comment, durability, sound_quality, bluetooth, range, battery_life, issue, not, press_firmly, ears, seemed, hold, head, fine, part, speakers, felt, inch, away, ears, resulting, poor, seal, hear, everything, around, wearing, nothing, deal_breaker, promptly_returned, used, similar, type, headsets, rocketfish_rf, mab, rocketfish, tight, head, sealed, better, sounded, good, not, great, battery, lasted_forever, rather, continue, use, fyi, not, small, head, not, know, head, size, guess, average, hope, helps, others, considering;disappointed;I got these with high hopes based on the many great reviews.  I did not test them at all so i cannot comment on durability, sound quality, Bluetooth range or battery life.  My issue was they do not press very firmly against the ears.  They seemed to hold to my head fine but the part with speakers felt like it was 1/2 inch away from my ears resulting in a very poor seal.  You could hear everything around you like you were wearing nothing.  This was a deal breaker for me so i promptly returned them.  I also have had and used similar type headsets like the Rocketfish RF-MAB2.  The Rocketfish, while very tight to my head sealed better, sounded good, not great and battery lasted forever! I would rather continue to use those.  FYI, I do not have a small head.  I don't know my head 'size' but i would guess average.  Hope this helps others considering these.;1;1
1614338;3;three_stars, stopped_working, months;Three Stars;It just stopped working after 5 months.;1;2
2160626;3;nice, first, yes, case, protects, precious, quickly, falls_apart, still, functional, years, leather, pealing, back, every, edge, slots, provide, different, viewing_angles, actually, hold, place, soft_interior, nice, first, impossible, clean;Nice at first;Yes this case protects the precious but quickly falls apart. Still functional 1 1/2 years in however the leather is pealing back from every edge.  Two slots provide different viewing angles but only one will actually hold it in place. The soft interior also nice at first but is impossible to clean.;2;2
4021374;2;inches, unfortunately, inches, inches, unfortunately, inches, rigid_plastic, leaves, inches, cable, not, flexible, ended, buying, degree, adapters, another, price, ordered, inch, twisted_veins, cables, saved, money, time;They are 12 inches, unfortunately 3 of the inches ...;They are 12 inches, unfortunately 3 of the inches are rigid plastic and leaves you 9 inches of cable which is Not very flexible. Ended up buying 90 degree adapters which put another $6 to the price. Should have ordered the 18 inch Twisted Veins cables and would have saved money and time.;3;1
4025475;4;four_stars, good, quality, flexible, speaker_wire, good, price;Four Stars;Good, quality, flexible speaker wire at a good price.;1;3
568125;3;became, noisy, hours, fact, fan, used, becomes, quiet, less, air, ok, became, noisy, hours, use, better, stay, cheapo, ebay, fan, adding, resistor, line;Became noisy after 100 hours;This is in fact 24V fan. When used at 12V it becomes quiet and less air. I am ok with that. But it became noisy after about 100 hours of use. Better stay with cheapo ebay fan adding resistor into the line.;3;2
2315690;2;attractive, opaque, stretches, light, use, previously_purchased, pair, highly_rated, moshi, keyboard, covers, macbook_pros, incredibly_thin, wife, still, using, mine, fell_apart, months_ago, bought, kuzy, cover, th, price, brand, pleased, arrived, fit_perfectly, looked, great, realized, black, keys, kuzy, completely_opaque, no, light, letters, came, no_matter, high, cranked, keyboard, backlight, light, spilled, around, keys, letters, not, visible, without, ambient_light, week, cover, began, buckling, middle, swelling, touch, frequently, see, uploaded_photo, since, use, covers, keep, macbook_pros, safe, accidental_spills, buckling, pretty_much, makes, useless, replacing, kuzy, moshi, shortly;Attractive but opaque and stretches with even light use.;"I previously had purchased a pair of highly rated Moshi keyboard covers for our MacBook Pros. They were incredibly thin and my wife is still using hers but mine fell apart a few months ago. I bought this Kuzy cover because it was 1/5th of the price of the other brand.
I was pleased with it when it arrived as it fit perfectly and looked great.
Then I realized the black keys on the Kuzy were completely opaque. No light from the letters came through no matter how high I cranked the keyboard backlight. Light spilled around the keys but the letters were not visible without ambient light.
Then this week the cover began buckling up in the middle - like it is swelling where I touch it most frequently. See the uploaded photo.
Since we use covers to keep our MacBook Pros safe from accidental spills this buckling pretty much makes it useless. I will be replacing the Kuzy with a Moshi shortly.";5;1
6236839;4;good, quality, second, perfect, storing, art, work, viewing, preserving, prior, framing, archival, quality, wish, pocket, front, spine, label, folio, expect, several, need, differentiate, wish, manufacturer, see, review;Very good quality.;This is my second one.  I have 11x14 and now this 9x12.  Perfect for storing my art work for viewing and preserving prior to framing.  Archival quality. I just wish there were a pocket on the front  or spine to label the folio as I expect to have several and will need to differentiate them.  Wish the manufacturer would see this review.;2;3
4733631;2;works, great, backlighting, huge, help, works_great, backlighting, huge, help, since, connects, directly, raspberry_pi, built, bluetooth, no, dongle, required, use, raspberry_pi, walk_away, time, come, back, unit, may, may, not, awaken, use, standard, ghz, mini, keyboard, wake, raspberry, back, order, use, bluetooth, keyboard, not, using, minutes, lag, time, waiting, reconnect, pi, gets, annoying, stick, ghz, mini, keyboards, future;It works great and the backlighting is a huge help;It works great and the backlighting is a huge help.  Since it connects directly to my Raspberry PI's built in bluetooth there's no dongle required BUT...... I use this with a Raspberry PI3 and if I walk away for some time and come back the unit may or may not awaken itself.  I then have to use a standard 2.4GHZ mini keyboard to wake the Raspberry back up in order to use the bluetooth keyboard once again.  Also, after not using it for a few minutes the lag time waiting for it to reconnect to the PI3 gets annoying.  I'll stick with 2.4 GHZ mini keyboards in the future.;5;1
1549729;2;battery, underperforms, charger, car, plug, cable, reasonable, although, obviously, cheaply_made, battery, not, expected, non_branded, li_ion, battery, digital_cameras, not, hold_charge, nearly, well, original, sony_branded, battery, came, camera, not, recommend, battery;Battery Underperforms;While the charger and the car plug cable are reasonable, although obviously cheaply made, the battery is not what I expected. This non-branded Li-ion battery for digital cameras does not hold its charge nearly as well as the original SONY branded battery that came with my camera. I do not recommend this battery.;2;1
4694433;1;not, work, chromecast, let, chromecast, play, thru, assume, chromecast, thinks, third_party, device, record, remove, chromecast, works_fine;Doesn't work with Chromecast;Won't let Chromecast play thru it.  I assume Chromecast thinks it could be a third party device to record from.  Remove it, and Chromecast works fine.;3;0
3491775;5;great, working, out, great, price_point, headphones, perfect, workouts, great, price_point, probably, go, jaybirds, beats, better, sound, working, out, mean, really, working, out, not, standing, around, checking, phone, gym, really, need, perfect, bass_response, balanced_sound, yada_yada, not, saying, headphones, bad, means, actually, really, good, nominal, difference, improvements, not, worth, price, increase, especially, throw, things, around, gym_bag, afterwards, sound, really, good, headphones, use, beats_studio, wireless, every_day, work, comparison, bass, course, better, compact, package, reasonable, trade, battery_life, great, last, least, days, charge, given, hour, gym, daily, charging_port, micro_usb, convenient, android_phone, device, uses, micro_usb, need, carry_around, second, charger, cord, tangle_free, wider, not, stringy, say, apple, wired, headphones, come, iphones, volume, play_pause, button, works, samsung_galaxy, moto, nexus, fine, wished, clip, back, cord, clip_onto, shirt, old, pair, sony_ericsson, hbh, convenient, remove, ear_buds, not, slip, side;Great for Working out, Great Price Point;"These headphones are perfect for workouts and at a great price point. You can probably go for Jaybirds or Beats for better sound, but if you're working out (and I mean really working out, not standing around checking your phone at the gym) do you really need perfect bass response, balanced sound, yada yada? Not saying that these headphones are bad by any means, they're actually really good, but the nominal difference and improvements are not worth the price increase. Especially if you're like me and throw things around in your gym bag afterwards.

To me, the sound is really good on these headphones, and I use Beats Studio Wireless every day at work as a comparison. Bass, of course, could be better but it's such a compact package that it's a reasonable trade off.

The battery life is great! It'll last me at least 3-4 days before having to charge, given about an hour at the gym daily. The charging port is micro-USB so it's convenient if you have an Android phone or other device that uses micro-USB - you won't need to carry around a second charger.

The cord is tangle-free as it's wider and not stringy like, say, the apple wired headphones that come with iPhones. Also, it has volume up/down and play/pause button that works with a Samsung Galaxy S6, Moto X, and Nexus 5X just fine. Only thing is that I wished it had a clip in the back of the cord to clip onto my shirt - my old pair of Sony Ericsson HBH-IS800 had that it was convenient when I had to remove one or both of the ear buds so that it doesn't slip off to one side.";5;4
6348490;5;good, cannot, go_wrong, order, works, good, cannot, go_wrong, order, works, well, give, five_star;Very good you cannot go wrong with this order it works ...;Very good you cannot go wrong with this  order it works very well I will give you a five star;5;4
5651877;5;great, device, definitely, pick, next, steam, sale, absolutely_love, device, use, games, movies, homework, couch, soon, bought, steam_controller, highly_recommend, samsung, tv, try, out, steam_link, app, first;Great device!!!! definitely pick it up on the next steam sale!;I absolutely love this device. I use it for games, movies, and homework on the couch. I soon after bought the steam controller, and I highly recommend all of the above! Also, if you have a samsung tv, try out the Steam Link app first!;7;4
1948039;4;out, hard_disk, doa, replacements, fine, received, tb_hard, drive, out, dead, rma, western_digital, sent, quick_turnaround, received, shipment, not, return, amazon, temporary, out, hard_disks, replacement, hard_disks, working, great, drobo;2 out of 3 hard disk doa, replacements are fine;I received 3 3 tb hard drive and 2 out of 3 were dead.  I did a rma with western digital and they sent a quick turnaround once they received the shipment.  I didn't do a return to amazon because they were temporary out of the hard disks.  The replacement hard disks are working great with drobo.;5;3
5122343;2;not, worth, roku_xds, system, need, replacement, remote, hence, went, remote, worked, couple_days, started, issues, pairing, roku, player, success, controlling, roku, player, app, problem, remote, not, recommend, product;Not worth it..!;I had an Roku XDS system and i need an replacement remote and hence went for this. But the remote worked for couple of days and then started having issues pairing with my Roku player. However i have success with controlling my Roku player with the App so the problem with the remote. Would not recommend this product.;2;1
5118784;2;stars, good;Two Stars;Very good!;1;1
6090568;4;nice, cellphone, dslr, point_shoot, camera, mount, mount, fits, cellphones, cameras, included, clip, makes, easier, take_pictures, specially, dslr, point_shoot, camera, swivel, adjustable, magnetic, ball, design, allows, choose, different_positions, shoots, want, positions, easily, stable;Very Nice Cellphone-DSLR-Point and shoot camera mount;"This Mount fits Cellphones and Cameras with the included clip and makes it easier to take pictures specially if you have a DSLR or a point at shoot Camera.
The 360 swivel adjustable magnetic ball Design allows you to choose different positions for the shoots you want and positions very easily, also it is very stable.";6;3
812914;5;described, good, price, perfect_fit, described;just as described good price;perfect fit just as described;3;4
989653;5;great, device, works_well, good, quality, long, transferred, many, gb, data, far, using, esata_connection, comes, usb, cable, esata_cable, well, power_adapter, used, usb, ide_sata, devices, handy, too, docking_station, better, seems, well, designed, constructed, probably, pick, another, point, future, using, vista, free, utility, called, hotswap, help, adding, removing, drives, system, using, esata_connection, may, want, look, utility, box, says, supports, drives, tb, hoping, not, currently, tb_drives, try;Great device - works well - good quality;"I haven't had this long, but I've transferred many GB's of data so far using the eSATA connection. It comes with both a USB cable and an eSATA cable (as well as a power adapter). I've also used other USB to IDE/SATA devices and they were handy too, but this docking station is even better. It seems well designed and constructed. I'll probably pick up another one at some point in the future.

I'm using Vista-64 and a free utility called ""HotSwap!"" to help with adding and removing drives while the system is on. If you're using the eSATA connection, then you may want to look into this utility.

The box says it supports drives up to 1TB, but I'm hoping it will do more but I don't currently have any 1TB+ drives to try it with.";5;4
1242853;1;not, work, windows, not, work, windows;Does not work with Windows 7;Does not work with Windows 7;3;0
1093978;2;apc, review, rec, nov, august, stopped_working, really, expect, unit, work, longer, battery_pack, apparently, dead, not, great, worked, less_than, year, upping, star, drained, apc, starting, working, well, see, long, lasts, really, instructions, telling, often;APC Review;"Rec'd this in Nov 2011 it is now August 2012 and it stopped working.  I would really expect the unit to work longer.  The battery pack apparently is dead - not great that it worked less than 1 year

I an upping this by one star as after I drained the APC it starting working again -  well see how long this lasts - but really where on are instructions telling you to do this and how often do you have to do this?";2;1
1567672;1;not, great, bought, claimed, able, pick, wireless, signal, better_than, built, antenna, laptop, never, worked, waste, money;Not that great...;I bought this because it claimed to be able to pick up a wireless signal better than my built-in antenna on my laptop.  Never worked, was a waste of money.;2;0
5297293;2;horrible, not, worth, gotten, boxwave, screen_protectors, generally_satisfied, gotten, pretty_good, applying, suckers, perfectly, reason, not, installed, perfectly, corners, not, rounded, difficult, rounded_corners, kindle, since, screen_protector, tiny_bit, bigger_than, screen, corners, almost, corners, first, point, bubbles, out, anymore, best, screen_protectors, include, liquid_spray, helps, smooth, out, bubbles, boxwave, not, include, used, left, screen_protectors, still, not, perfect, stay_away, not, really, necessary, anyway, reviewers_mentioned;Horrible and not worth it;"I have gotten boxwave screen protectors before and have been generally satisfied with them. I have gotten pretty good at applying these suckers perfectly, but for some reason, I could not get this one installed perfectly. The corners are not rounded, so it is difficult to get them into the rounded corners of the kindle 2 since the screen protector is a tiny bit bigger than the screen at these corners. You almost have to put the corners in first, at which point you can't get the bubbles out anymore.

The best screen protectors include the liquid that you spray on it, that helps smooth out bubbles, which boxwave does not include. I used some that I had left over from some other screen protectors, and still couldn't get this on perfect. Stay away from this. It's not really necessary anyway as other reviewers have mentioned.";3;1
993218;4;good, wrist_strap, good, inexpensive, wrist_strap, want, hold, camera, hand, want, avoid, possibility, somehow, slipping, dropping, onto, hard, surface, use, strap, material, made, kind, stretchy_fabric, coverning, foam_interior, seems, strong_enough, hold, full_size, dslr, along, mid_sized, zoom, camera, lens, combination, pounds, really, pulls, strap, let, camera, lens, dangle, wrist, reason, think, wrist_strap, best, slightly, lighter, combination, dslr, small, prime_lens, works, fime, attach, mm, mk, camera, pounds, additional, selling_point, uses, op_tech, fasteners, number, op_tech, products, detach, wrist_strap, use, fastener, attach, full_size, op_tech, usa, pro, strap, interchangeable;very good wrist strap;"Good, inexpensive wrist strap if you want to hold your camera in your hand but want to avoid the possibility of it somehow slipping and dropping onto a hard surface.  I use it on my 5D. The strap material is made of some kind of stretchy fabric coverning a foam interior.  While it seems strong enough to hold a full size DSLR along with a mid sized zoom, like the 24-105 F/4.0 L, that camera and lens combination (about 3 pounds) really pulls on the strap if you just let the camera and lens dangle from your wrist.  For that reason I think the wrist strap is best for a slightly lighter combination, like a DSLR and a small prime lens.  It works fime when I attach a 50mm F/1.8 Mk I to my camera - about 2 pounds.

One additional selling point.  Because it uses the same OP/Tech fasteners as a number of other OP/Tech products, I can detach the wrist strap and use the fastener and attach to it my full size OP/Tech USA Pro Strap.  Very interchangeable.";2;3
